tipo_suelo,pH,materia_organica,conductividad,nitrogeno,fosforo,potasio,humedad,densidad,altitud,fertilidad,cultivo
1,6.09,4.43,2.14,37.5,29.98,31.85,12.88,1.27,615.24,0,Ninguno
2,8.49,1.59,1.26,43.59,27.91,27.77,18.91,1.16,3368.71,0,Ninguno
3,7.03,2.7,2.01,38.58,35.01,59.86,25.17,1.17,1322.91,0,Ninguno
2,7.33,3.78,0.77,6.48,23.04,270.78,11.9,1.39,3044.93,0,Ninguno
1,7.17,0.65,0.14,31.22,39.98,275.61,27.52,1.4,3748.55,0,Ninguno
2,4.67,4.43,1.0,32.49,15.89,54.62,14.13,1.15,3102.63,0,Ninguno
1,6.64,0.94,2.98,36.94,9.45,206.96,27.0,1.46,2826.17,0,Ninguno
2,6.58,0.59,3.12,39.78,27.01,51.54,35.26,1.17,1049.73,0,Ninguno
3,7.77,1.02,1.98,33.51,19.13,277.4,20.75,1.25,3271.68,0,Ninguno
4,7.72,4.0,3.6,36.54,17.75,63.67,12.02,1.28,1563.36,0,Ninguno
3,5.78,4.66,2.02,47.3,12.5,179.32,6.53,1.62,2954.61,0,Ninguno
2,8.42,3.69,2.91,10.55,36.89,149.95,12.14,1.39,3097.08,0,Ninguno
3,7.41,3.03,3.49,45.26,29.27,31.39,10.52,1.33,2576.01,0,Ninguno
2,4.92,2.0,2.75,28.52,24.32,124.96,5.29,1.47,1879.98,0,Ninguno
1,4.88,4.43,2.46,22.57,26.35,196.16,27.57,1.54,1134.19,0,Ninguno
1,6.82,1.19,1.25,36.41,10.17,201.95,8.31,1.43,657.96,0,Ninguno
3,8.23,2.63,3.41,48.72,23.84,253.08,23.19,1.23,665.04,0,Ninguno
2,6.44,4.17,2.14,8.36,20.43,249.22,12.65,1.32,3607.45,0,Ninguno
4,6.68,2.72,1.63,26.03,28.13,25.03,10.15,1.02,748.67,0,Ninguno
2,5.27,0.74,3.11,8.48,25.37,145.77,6.24,1.21,729.88,0,Ninguno
4,8.31,4.88,2.43,35.17,17.98,111.34,12.71,1.59,3876.54,0,Ninguno
1,6.66,0.72,3.62,30.7,8.31,201.13,32.62,1.2,3384.77,0,Ninguno
3,5.55,3.22,1.69,37.97,28.79,48.19,36.45,1.54,2316.06,0,Ninguno
2,6.42,1.4,1.47,15.53,32.34,46.0,30.09,1.55,2307.73,0,Ninguno
3,7.06,4.87,3.64,10.98,26.5,137.31,32.93,1.1,348.94,0,Ninguno
4,4.72,2.58,0.47,17.51,15.2,56.22,10.77,1.49,1401.73,0,Ninguno
1,5.65,0.83,0.34,10.34,35.58,94.43,27.63,1.16,2533.85,0,Ninguno
3,4.76,3.96,1.51,30.1,20.08,275.37,28.26,1.08,2448.46,0,Ninguno
3,6.31,2.89,3.37,5.16,11.51,167.37,18.08,1.39,3350.45,0,Ninguno
1,8.24,4.2,2.68,11.79,33.71,33.31,23.63,1.14,1453.33,0,Ninguno
4,7.75,4.09,2.39,7.4,35.0,41.21,12.99,1.22,2223.89,0,Ninguno
2,7.47,4.74,1.28,30.31,31.68,34.45,12.87,1.37,1914.38,0,Ninguno
3,5.11,2.52,3.64,14.55,26.65,101.68,28.89,1.07,3048.29,0,Ninguno
1,6.65,1.25,3.99,41.66,9.99,124.31,7.57,1.28,2403.85,0,Ninguno
2,4.92,4.59,0.3,6.59,24.34,141.12,17.78,1.48,3898.73,0,Ninguno
1,5.9,1.17,1.59,27.43,7.42,173.48,31.34,1.14,3726.26,0,Ninguno
2,5.19,1.12,0.1,26.65,12.11,31.75,38.26,1.55,1725.67,0,Ninguno
3,5.45,3.71,3.35,15.34,18.31,47.21,39.44,1.03,334.18,0,Ninguno
1,6.68,2.64,1.81,27.9,5.19,41.18,25.07,1.66,2629.68,0,Ninguno
1,8.18,1.47,2.6,48.93,37.15,175.89,33.85,1.5,2302.82,0,Ninguno
1,6.98,3.55,1.31,11.62,29.79,133.59,14.12,1.05,639.88,0,Ninguno
3,5.81,1.43,2.32,15.81,13.12,44.76,31.32,1.67,452.94,0,Ninguno
1,7.72,2.86,0.45,14.21,21.36,42.78,23.79,1.09,3550.39,0,Ninguno
1,7.1,3.57,3.04,5.26,20.07,211.45,24.41,1.28,1667.96,0,Ninguno
2,7.75,2.86,3.51,44.23,25.28,115.97,33.76,1.15,575.64,0,Ninguno
1,7.73,2.85,2.34,47.01,23.19,55.43,37.71,1.17,3888.07,0,Ninguno
4,7.21,4.32,1.75,13.72,28.65,36.75,10.07,1.41,1165.98,0,Ninguno
4,6.41,2.04,0.57,9.78,33.19,146.18,23.9,1.45,1598.37,0,Ninguno
1,8.07,4.02,0.99,7.65,19.66,264.02,14.48,1.24,2726.63,0,Ninguno
3,8.15,2.54,3.59,30.36,11.79,287.96,22.22,1.13,3217.88,0,Ninguno
1,8.34,1.92,0.31,15.19,28.98,86.25,17.99,1.24,144.36,0,Ninguno
3,7.01,3.24,3.19,35.14,21.79,33.65,29.99,1.3,3982.13,0,Ninguno
4,5.57,2.75,1.13,12.13,6.47,249.94,12.59,1.06,3727.81,0,Ninguno
4,8.31,4.4,2.84,26.03,26.99,54.39,35.52,1.56,3902.53,0,Ninguno
3,8.23,2.99,3.3,19.48,35.71,158.92,30.72,1.57,2424.85,0,Ninguno
3,8.24,2.34,1.24,8.91,26.11,21.15,20.16,1.63,3350.06,0,Ninguno
3,4.67,2.92,0.41,44.22,26.22,105.67,13.43,1.56,2111.93,0,Ninguno
4,8.09,2.89,1.82,38.89,15.58,78.5,19.33,1.45,3280.59,0,Ninguno
4,5.28,3.23,2.46,21.33,7.52,182.4,28.73,1.08,1474.5,0,Ninguno
4,5.37,2.76,3.4,24.76,17.79,245.94,5.1,1.34,3062.05,0,Ninguno
1,6.43,0.55,0.25,40.85,35.96,94.92,28.66,1.21,953.77,0,Ninguno
2,8.27,1.22,2.56,37.37,25.43,196.72,16.65,1.03,1440.16,0,Ninguno
4,8.19,0.95,1.72,7.04,34.33,29.24,29.25,1.32,2286.42,0,Ninguno
1,8.01,1.75,2.33,41.07,26.08,210.58,6.84,1.61,3128.99,0,Ninguno
3,5.53,3.71,1.97,14.28,6.61,194.77,8.69,1.63,978.77,0,Ninguno
2,8.32,2.86,2.24,24.91,32.55,225.84,15.36,1.16,2632.31,0,Ninguno
2,6.18,3.91,2.71,8.61,21.17,269.12,11.98,1.62,3967.34,0,Ninguno
1,7.04,1.72,1.51,32.77,6.47,44.25,35.81,1.43,3721.57,0,Ninguno
2,4.77,2.75,3.95,40.91,20.84,142.73,18.2,1.02,1866.22,0,Ninguno
1,8.23,1.5,0.34,31.78,7.76,291.67,13.75,1.33,2064.44,0,Ninguno
2,4.68,2.11,2.61,39.62,38.74,46.24,16.96,1.27,2554.56,0,Ninguno
2,8.47,4.25,1.05,20.02,19.74,203.0,5.34,1.65,1457.52,0,Ninguno
3,6.92,2.25,0.96,23.38,7.82,122.07,25.91,1.2,3697.18,0,Ninguno
1,5.36,4.64,0.88,7.46,27.62,28.57,12.49,1.51,1960.35,0,Ninguno
2,7.87,2.79,2.2,11.71,11.57,193.64,37.07,1.53,1357.62,0,Ninguno
4,8.17,3.21,1.47,17.42,12.38,228.16,38.11,1.1,1706.95,0,Ninguno
3,6.4,0.8,4.0,19.49,13.89,138.83,38.31,1.61,3258.71,0,Ninguno
1,5.56,2.54,1.55,9.73,39.01,84.56,37.66,1.52,2104.0,0,Ninguno
2,4.86,4.55,1.04,45.45,18.23,83.42,20.61,1.03,3446.27,0,Ninguno
3,6.45,1.22,0.63,8.42,36.67,163.11,9.77,1.7,3160.53,0,Ninguno
1,8.09,3.74,1.94,5.44,38.48,100.14,20.98,1.62,2633.09,0,Ninguno
2,7.34,4.38,0.58,30.09,6.82,226.17,25.21,1.55,3054.03,0,Ninguno
3,8.16,1.95,2.78,15.33,29.24,54.28,9.72,1.02,3089.42,0,Ninguno
1,7.94,3.9,2.14,49.94,13.79,166.41,5.04,1.15,1396.88,0,Ninguno
4,6.74,4.97,1.14,18.96,21.77,54.83,34.97,1.16,1742.13,0,Ninguno
3,5.05,3.39,3.36,27.78,31.38,34.53,27.58,1.07,946.64,0,Ninguno
3,5.17,3.03,3.36,35.81,11.16,38.46,34.22,1.13,3402.1,0,Ninguno
3,6.22,3.92,0.89,15.37,6.53,104.9,21.12,1.22,2552.54,0,Ninguno
4,4.54,4.58,1.77,43.19,22.77,209.27,38.91,1.09,615.07,0,Ninguno
2,8.12,3.2,1.16,27.65,22.8,122.99,8.59,1.64,1307.78,0,Ninguno
2,6.38,4.05,2.82,24.81,11.6,59.61,39.17,1.63,510.76,0,Ninguno
4,5.22,4.91,1.77,29.62,38.8,26.48,36.97,1.63,948.38,0,Ninguno
2,7.17,0.7,0.94,25.6,18.97,225.47,24.99,1.61,3737.08,0,Ninguno
1,6.16,4.67,3.82,31.38,33.97,269.64,24.07,1.64,1263.97,0,Ninguno
3,7.63,0.79,2.67,16.56,9.54,296.63,22.96,1.33,1110.77,0,Ninguno
3,5.68,3.63,0.93,8.95,8.13,40.08,14.53,1.4,1701.6,0,Ninguno
4,8.28,4.04,3.36,20.7,20.62,107.15,27.51,1.35,3486.3,0,Ninguno
3,5.83,0.74,3.05,18.11,29.27,83.34,10.66,1.29,3559.28,0,Ninguno
4,4.78,1.71,0.67,15.47,24.79,81.09,34.64,1.03,401.86,0,Ninguno
2,4.66,4.57,1.06,34.82,10.25,219.78,22.59,1.6,3594.1,0,Ninguno
1,6.36,0.5,2.4,33.23,5.62,290.01,24.71,1.62,3162.09,0,Ninguno
2,4.68,1.0,2.94,13.24,5.9,208.17,15.94,1.22,1968.47,0,Ninguno
4,7.92,4.22,2.13,26.09,6.71,21.22,6.06,1.04,3045.23,0,Ninguno
1,6.52,2.54,3.09,34.05,31.07,41.37,33.76,1.25,3003.62,0,Ninguno
3,4.81,1.21,2.26,30.58,31.54,20.82,26.93,1.02,888.38,0,Ninguno
2,4.84,2.41,2.12,43.09,21.36,174.67,28.98,1.61,3239.35,0,Ninguno
1,8.17,4.72,0.56,42.91,22.29,116.24,15.29,1.02,668.93,0,Ninguno
2,8.14,1.93,3.82,40.06,19.37,288.71,28.03,1.63,3966.44,0,Ninguno
1,6.69,1.96,1.23,31.87,6.63,261.91,32.64,1.38,3803.94,0,Ninguno
4,7.17,2.76,2.11,7.49,34.88,136.07,10.9,1.65,597.41,0,Ninguno
2,7.25,0.57,0.25,26.19,11.34,50.69,15.39,1.34,2821.26,0,Ninguno
2,7.93,0.83,2.86,37.98,39.99,130.28,14.48,1.59,2798.68,0,Ninguno
1,6.64,1.17,3.41,10.08,26.63,134.25,39.77,1.22,375.35,0,Ninguno
1,8.16,2.28,1.52,35.18,10.52,153.75,31.69,1.1,780.09,0,Ninguno
1,7.87,2.8,2.26,14.1,34.96,32.53,31.5,1.53,3275.86,0,Ninguno
1,8.36,0.88,1.95,36.24,13.95,127.53,10.62,1.0,775.97,0,Ninguno
2,6.85,2.16,1.43,27.99,38.46,56.93,32.8,1.12,654.57,0,Ninguno
2,8.39,4.2,2.58,7.91,29.73,99.3,20.16,1.38,3629.65,0,Ninguno
1,6.99,3.01,0.25,8.93,8.59,222.28,23.91,1.01,1072.19,0,Ninguno
4,6.89,4.25,3.81,7.87,22.48,232.95,11.24,1.24,1103.4,0,Ninguno
1,5.55,2.99,3.35,11.97,20.49,114.52,38.64,1.53,1526.79,0,Ninguno
2,5.75,3.63,3.14,9.51,37.44,202.17,29.06,1.27,3100.54,0,Ninguno
4,5.67,0.64,2.11,27.32,27.04,66.97,14.13,1.15,446.82,0,Ninguno
2,6.1,0.67,0.29,8.06,5.73,189.67,7.44,1.27,1886.91,0,Ninguno
3,4.84,4.39,0.46,23.48,17.18,218.66,23.26,1.08,1232.57,0,Ninguno
1,6.77,0.67,3.92,42.13,15.37,67.51,27.33,1.28,2062.84,0,Ninguno
3,7.21,4.2,3.98,47.22,26.53,61.17,7.11,1.41,803.92,0,Ninguno
2,7.46,4.13,0.98,11.88,11.76,59.96,21.59,1.32,3312.77,0,Ninguno
1,4.84,4.15,3.44,44.7,31.56,277.3,5.31,1.19,1504.52,0,Ninguno
3,7.09,3.67,0.49,37.9,23.12,25.31,25.49,1.3,2738.64,0,Ninguno
2,8.42,4.82,1.63,42.15,10.07,27.03,17.85,1.34,212.28,0,Ninguno
3,7.15,1.43,2.39,31.33,38.85,58.06,37.52,1.1,1464.33,0,Ninguno
2,8.24,0.81,0.48,34.6,5.4,82.0,17.26,1.13,224.43,0,Ninguno
4,7.9,2.94,2.46,48.9,17.18,35.4,17.93,1.0,3291.44,0,Ninguno
3,4.66,2.39,2.04,37.5,37.19,57.5,31.16,1.12,2572.39,0,Ninguno
2,5.65,2.9,3.25,7.17,20.05,101.56,9.71,1.01,3544.98,0,Ninguno
3,8.18,3.41,2.95,26.17,36.99,286.82,16.03,1.46,3778.44,0,Ninguno
4,7.94,0.83,1.14,24.1,9.48,36.78,6.98,1.08,3464.48,0,Ninguno
2,8.19,4.69,0.47,38.73,37.5,102.45,11.98,1.51,2061.19,0,Ninguno
3,7.81,0.68,2.19,22.13,38.22,250.09,14.22,1.64,2140.23,0,Ninguno
4,7.7,3.05,1.12,44.88,13.19,124.7,6.61,1.1,2990.24,0,Ninguno
2,7.34,0.63,0.83,26.06,8.5,184.74,30.37,1.61,412.77,0,Ninguno
4,7.84,3.87,1.46,23.42,8.87,21.98,13.68,1.37,2221.95,0,Ninguno
4,8.05,2.14,0.17,21.15,21.64,125.59,35.55,1.14,1451.56,0,Ninguno
2,7.38,4.18,3.94,26.18,9.22,199.26,25.27,1.06,2066.0,0,Ninguno
1,8.06,1.24,1.67,44.03,9.21,76.02,24.17,1.06,3576.84,0,Ninguno
4,8.39,2.68,0.63,39.6,5.47,160.67,36.26,1.1,512.16,0,Ninguno
3,4.92,4.95,1.05,27.42,39.52,245.32,11.21,1.51,1075.68,0,Ninguno
2,7.99,1.73,3.74,13.3,27.24,79.12,10.83,1.34,2187.01,0,Ninguno
3,6.05,0.95,3.99,26.35,22.53,287.2,37.23,1.64,82.54,0,Ninguno
4,4.95,2.47,3.63,18.16,5.48,73.3,35.67,1.43,2971.07,0,Ninguno
4,4.85,4.4,0.96,38.24,6.8,216.06,18.65,1.17,2845.01,0,Ninguno
2,7.72,3.11,2.49,29.25,28.16,34.0,36.07,1.44,3148.09,0,Ninguno
1,8.35,1.52,2.29,15.74,14.33,279.21,18.75,1.65,2290.35,0,Ninguno
1,8.34,4.61,3.28,25.02,27.49,113.91,13.88,1.17,1364.39,0,Ninguno
2,6.27,0.54,3.6,34.36,15.92,158.73,11.24,1.11,2498.34,0,Ninguno
3,4.87,2.86,0.52,47.47,29.64,144.4,34.33,1.58,1189.16,0,Ninguno
3,7.8,3.0,0.23,7.83,5.21,22.35,12.7,1.65,163.21,0,Ninguno
2,7.29,0.52,2.14,32.34,32.4,89.79,5.54,1.45,2290.55,0,Ninguno
1,7.79,1.13,1.15,45.73,21.75,82.8,14.52,1.3,3697.91,0,Ninguno
3,4.71,3.65,2.03,40.21,22.84,294.16,15.51,1.62,1860.31,0,Ninguno
2,4.59,3.55,2.8,46.02,26.21,276.58,7.79,1.45,746.26,0,Ninguno
2,6.11,0.61,2.79,12.76,11.32,71.51,22.44,1.38,32.91,0,Ninguno
4,4.99,1.17,0.4,10.87,7.86,237.45,28.1,1.14,1037.9,0,Ninguno
2,7.1,1.32,0.34,24.45,34.8,57.06,16.42,1.64,3985.68,0,Ninguno
3,4.53,0.99,2.39,24.3,36.53,38.73,12.51,1.2,2825.4,0,Ninguno
3,5.5,2.72,3.55,20.93,11.82,62.22,29.75,1.2,2139.97,0,Ninguno
2,4.58,3.81,3.72,37.69,18.7,180.7,24.24,1.42,2475.31,0,Ninguno
3,4.91,0.61,2.33,40.69,7.76,82.76,28.05,1.24,2423.22,0,Ninguno
4,6.5,1.4,0.9,37.39,12.76,34.62,10.21,1.65,3743.35,0,Ninguno
2,8.44,3.91,0.31,30.14,35.83,273.3,9.08,1.53,551.3,0,Ninguno
3,5.45,3.23,2.1,9.12,16.6,200.12,32.02,1.29,2825.79,0,Ninguno
1,5.99,0.76,1.26,15.52,39.74,83.86,25.32,1.62,3756.13,0,Ninguno
3,6.4,1.14,1.38,31.95,10.46,95.14,28.73,1.09,1863.2,0,Ninguno
1,5.71,2.35,2.08,44.69,30.33,57.28,8.27,1.38,21.54,0,Ninguno
4,7.87,0.54,2.15,31.8,5.2,147.58,30.24,1.2,2646.38,0,Ninguno
1,6.57,1.37,1.43,8.67,31.73,111.61,17.31,1.58,3260.29,0,Ninguno
1,8.35,0.68,3.11,7.84,8.95,276.93,10.9,1.68,3604.49,0,Ninguno
3,4.97,3.77,1.38,16.55,37.28,89.07,25.53,1.28,3639.21,0,Ninguno
1,8.44,3.04,3.23,28.8,8.29,90.76,8.7,1.09,2983.11,0,Ninguno
3,5.45,4.0,0.88,41.98,11.51,55.64,18.44,1.25,1272.24,0,Ninguno
1,4.7,0.66,2.47,23.06,31.37,257.91,31.26,1.56,2703.85,0,Ninguno
3,5.53,4.71,2.79,9.87,14.23,72.05,33.3,1.54,815.49,0,Ninguno
3,4.58,1.35,3.2,21.06,30.15,66.43,30.24,1.18,1969.69,0,Ninguno
3,4.82,0.95,0.37,38.51,19.04,236.65,5.2,1.51,1408.31,0,Ninguno
3,4.72,2.69,1.81,43.97,20.27,162.17,22.35,1.39,248.96,0,Ninguno
4,5.56,4.23,0.66,7.1,36.15,243.68,28.7,1.47,3745.27,0,Ninguno
4,4.72,4.75,3.42,10.58,11.63,211.67,39.42,1.15,1524.26,0,Ninguno
2,5.54,4.61,1.29,11.71,20.58,79.92,6.74,1.18,285.82,0,Ninguno
2,7.21,4.02,3.54,10.05,30.08,36.58,32.76,1.32,2775.93,0,Ninguno
3,6.43,0.76,0.4,40.38,17.3,132.32,20.06,1.06,1923.72,0,Ninguno
1,4.73,4.74,1.06,26.83,13.79,167.17,17.44,1.1,2029.78,0,Ninguno
1,5.77,4.6,1.25,7.86,19.8,160.62,31.72,1.57,230.68,0,Ninguno
4,5.03,3.66,2.29,46.37,18.22,34.96,22.09,1.12,122.36,0,Ninguno
2,4.75,1.61,3.38,8.53,14.71,162.89,15.85,1.51,3157.32,0,Ninguno
3,5.35,0.56,3.41,45.48,25.53,249.62,31.7,1.3,1906.21,0,Ninguno
4,8.03,2.54,3.2,37.88,20.51,23.37,7.87,1.49,3033.16,0,Ninguno
1,6.81,2.73,2.87,11.49,28.27,176.08,39.28,1.63,1303.36,0,Ninguno
3,4.71,4.29,0.3,47.51,8.02,100.4,12.42,1.17,1099.75,0,Ninguno
1,4.54,1.07,0.73,46.34,32.65,286.7,17.87,1.18,2674.38,0,Ninguno
1,5.73,4.43,3.37,21.56,30.82,46.94,9.34,1.64,803.75,0,Ninguno
2,7.97,1.97,3.59,49.75,26.26,79.33,25.59,1.26,3539.93,0,Ninguno
1,5.54,0.83,0.91,17.97,12.61,73.37,22.73,1.31,867.36,0,Ninguno
3,5.74,4.5,2.85,8.51,23.71,102.13,30.76,1.18,1661.26,0,Ninguno
1,7.62,0.52,3.62,13.4,24.02,133.05,7.36,1.15,1872.96,0,Ninguno
2,5.75,4.3,0.92,37.1,38.89,54.17,25.61,1.56,1989.1,0,Ninguno
2,8.05,4.46,1.03,27.02,22.6,113.01,30.34,1.46,1592.82,0,Ninguno
1,6.81,3.56,3.96,39.66,13.46,149.56,20.23,1.41,1106.17,0,Ninguno
2,5.84,1.33,2.03,29.56,6.55,158.75,16.1,1.46,1906.94,0,Ninguno
3,5.48,2.07,1.48,33.42,5.67,248.47,8.53,1.16,2470.55,0,Ninguno
2,5.44,1.29,1.94,6.1,23.05,124.73,19.28,1.1,3678.43,0,Ninguno
1,4.79,4.6,1.84,34.32,31.79,167.61,20.47,1.03,923.15,0,Ninguno
4,5.64,2.59,1.93,5.04,9.4,121.09,32.65,1.6,3011.35,0,Ninguno
3,4.91,2.73,1.4,9.05,17.51,290.61,33.17,1.34,560.24,0,Ninguno
2,8.33,3.47,3.46,10.81,37.73,44.57,8.57,1.58,2481.56,0,Ninguno
3,4.69,1.7,2.62,27.84,37.85,220.36,7.59,1.47,2539.58,0,Ninguno
4,5.63,3.89,2.43,21.08,18.2,68.5,6.79,1.67,2635.69,0,Ninguno
2,4.78,0.97,0.54,13.52,39.89,96.49,28.35,1.06,505.1,0,Ninguno
2,8.17,3.8,2.09,10.67,10.66,220.85,27.01,1.35,1354.7,0,Ninguno
4,5.65,4.54,3.91,19.94,13.24,241.58,29.52,1.14,2692.18,0,Ninguno
2,6.29,0.72,2.61,32.44,24.68,143.25,26.68,1.14,1556.81,0,Ninguno
1,6.9,1.82,3.1,40.54,18.78,45.36,25.29,1.21,3325.41,0,Ninguno
4,5.77,0.59,2.32,36.31,15.76,117.71,28.82,1.52,1320.97,0,Ninguno
2,5.94,2.86,3.36,11.1,32.52,277.09,19.76,1.61,2556.63,0,Ninguno
4,7.19,3.74,3.9,34.06,23.31,228.85,22.82,1.19,149.39,0,Ninguno
4,4.54,4.38,3.39,21.25,14.24,297.46,8.32,1.61,88.56,0,Ninguno
1,7.01,3.59,3.99,37.69,27.14,82.81,9.43,1.31,3290.36,0,Ninguno
2,7.9,0.73,0.85,39.0,10.58,92.16,6.83,1.65,2537.81,0,Ninguno
3,7.37,1.83,3.37,9.47,5.16,59.41,17.69,1.59,2797.69,0,Ninguno
3,7.46,3.77,1.81,5.12,11.05,150.6,8.11,1.62,1844.23,0,Ninguno
1,4.7,1.35,0.13,45.47,30.35,258.14,9.09,1.64,3538.45,0,Ninguno
2,6.34,4.37,2.22,7.43,25.99,278.34,14.15,1.59,664.19,0,Ninguno
3,6.76,3.13,0.8,9.88,14.68,63.2,34.5,1.14,3278.38,0,Ninguno
4,4.71,4.73,2.78,15.22,12.14,230.94,11.99,1.33,76.59,0,Ninguno
2,4.58,3.75,1.46,34.91,8.74,176.43,25.42,1.44,796.13,0,Ninguno
4,8.32,4.32,2.55,22.15,29.04,149.05,30.48,1.45,3441.06,0,Ninguno
3,7.09,4.18,1.65,27.17,11.63,54.53,17.0,1.32,508.45,0,Ninguno
1,7.33,0.53,0.52,15.59,19.31,86.22,20.04,1.65,184.46,0,Ninguno
3,4.89,1.79,1.47,40.64,26.29,206.98,21.13,1.14,1994.33,0,Ninguno
3,5.34,4.57,3.65,42.8,26.0,186.59,20.87,1.19,1588.34,0,Ninguno
3,6.01,2.22,1.05,18.74,5.98,57.81,14.43,1.44,487.23,0,Ninguno
1,6.3,0.86,3.74,23.04,19.65,130.16,5.6,1.31,3019.87,0,Ninguno
2,6.5,2.31,0.82,26.69,7.33,127.77,36.94,1.52,3982.29,0,Ninguno
1,8.22,2.36,1.8,40.01,27.8,188.06,19.84,1.02,3438.56,0,Ninguno
1,7.64,4.52,3.91,7.79,27.79,114.41,20.48,1.45,44.3,0,Ninguno
4,7.12,3.9,3.7,26.23,16.59,224.35,25.3,1.44,748.01,0,Ninguno
4,6.55,3.59,0.34,28.78,22.97,48.37,5.24,1.05,1940.15,0,Ninguno
4,4.88,2.19,0.14,43.72,14.22,299.42,22.65,1.0,1332.23,0,Ninguno
4,8.23,2.54,2.41,19.48,36.39,67.06,28.37,1.59,332.27,0,Ninguno
3,7.44,0.9,3.55,41.19,8.38,152.97,34.99,1.46,1015.22,0,Ninguno
2,8.17,3.76,2.71,20.76,16.98,275.33,10.59,1.7,2914.23,0,Ninguno
3,5.12,4.39,3.02,46.43,30.31,117.82,5.57,1.39,235.99,0,Ninguno
1,6.87,1.03,3.34,13.65,33.63,157.63,31.83,1.11,637.07,0,Ninguno
4,5.74,3.69,0.16,31.41,11.67,43.61,18.42,1.38,3183.75,0,Ninguno
1,5.54,4.11,1.79,46.61,14.51,59.86,25.67,1.1,3418.91,0,Ninguno
2,6.75,1.03,1.45,31.93,6.8,111.5,26.89,1.66,3455.14,0,Ninguno
1,6.27,0.73,2.41,40.99,6.24,134.87,9.18,1.11,2197.19,0,Ninguno
4,6.61,1.98,0.46,15.51,6.83,135.83,32.14,1.29,2878.85,0,Ninguno
4,6.02,4.43,1.86,37.91,24.29,59.97,14.53,1.58,844.78,0,Ninguno
2,8.28,0.84,0.22,16.38,12.58,254.58,13.53,1.04,2339.43,0,Ninguno
1,7.98,1.0,3.59,49.35,28.36,68.31,36.22,1.23,1104.78,0,Ninguno
4,6.95,3.15,3.95,49.64,37.93,152.99,32.29,1.16,1954.08,0,Ninguno
3,5.97,1.14,0.68,10.61,39.6,142.76,12.84,1.32,2213.03,0,Ninguno
4,5.61,4.07,0.27,41.43,7.63,215.3,37.74,1.4,2183.42,0,Ninguno
2,7.56,3.07,3.74,30.71,19.55,251.27,29.33,1.62,2429.66,0,Ninguno
1,4.73,3.12,0.19,47.77,24.07,36.71,5.94,1.56,3919.75,0,Ninguno
1,7.45,1.57,3.54,32.35,33.6,234.07,20.81,1.68,3664.2,0,Ninguno
2,5.28,1.14,3.19,13.6,5.76,226.54,15.09,1.28,3728.87,0,Ninguno
3,6.91,3.71,2.21,7.56,29.46,109.2,22.29,1.1,3990.13,0,Ninguno
3,4.79,1.7,1.88,14.8,39.03,80.02,30.57,1.23,1461.63,0,Ninguno
2,7.91,0.95,1.65,24.04,16.47,250.02,32.02,1.63,2359.81,0,Ninguno
3,6.09,3.57,1.44,41.72,5.19,253.9,23.58,1.26,3877.7,0,Ninguno
3,8.29,0.87,2.9,43.47,35.72,151.44,34.99,1.44,1151.48,0,Ninguno
1,8.14,3.04,0.4,31.41,19.23,27.16,8.62,1.35,1839.23,0,Ninguno
4,6.42,0.55,3.7,32.7,37.48,190.57,28.04,1.08,2326.42,0,Ninguno
3,7.35,0.54,1.91,43.06,19.76,194.94,6.79,1.12,3911.47,0,Ninguno
2,6.16,3.48,2.99,16.31,5.34,210.39,35.07,1.34,1865.14,0,Ninguno
2,5.87,4.72,1.99,9.14,9.18,253.94,30.12,1.63,3425.98,0,Ninguno
2,8.01,2.91,3.34,44.09,31.39,174.46,16.59,1.58,1234.19,0,Ninguno
1,5.31,0.65,0.87,40.04,13.16,273.48,28.9,1.29,209.98,0,Ninguno
4,4.73,3.45,2.44,10.26,18.58,74.08,27.33,1.69,1526.27,0,Ninguno
3,6.4,3.57,0.21,18.2,18.6,58.47,28.4,1.44,3363.69,0,Ninguno
1,6.97,0.79,3.98,38.69,24.23,71.05,37.8,1.0,2647.23,0,Ninguno
2,6.63,0.84,3.28,25.53,21.4,244.52,31.29,1.68,73.18,0,Ninguno
1,7.17,2.84,3.39,9.89,18.3,292.14,9.69,1.37,196.23,0,Ninguno
2,4.7,4.83,1.91,22.52,11.75,166.19,12.66,1.23,1714.34,0,Ninguno
4,8.27,1.91,2.9,32.74,34.7,177.6,22.68,1.49,3651.86,0,Ninguno
3,8.41,0.7,1.66,24.38,33.12,112.17,35.81,1.58,1986.75,0,Ninguno
2,4.75,1.76,0.34,38.83,25.75,103.52,13.22,1.28,2207.05,0,Ninguno
2,5.42,3.47,0.68,10.46,11.72,59.54,31.91,1.51,90.69,0,Ninguno
2,7.53,0.79,1.23,5.06,31.55,139.3,38.58,1.45,2503.42,0,Ninguno
3,4.89,3.92,3.93,9.51,29.02,218.89,27.07,1.49,3721.18,0,Ninguno
1,6.57,4.56,1.25,12.73,28.1,49.07,16.91,1.24,2580.92,0,Ninguno
3,4.69,4.37,1.97,20.61,32.91,185.2,8.68,1.68,2056.43,0,Ninguno
3,7.1,3.26,1.27,7.82,29.16,199.92,11.16,1.32,551.93,0,Ninguno
2,7.29,0.88,1.09,22.01,5.6,40.56,36.8,1.16,1163.8,0,Ninguno
3,6.07,0.66,0.51,48.69,27.47,249.0,36.81,1.26,1598.04,0,Ninguno
