tipo_suelo,pH,materia_organica,conductividad,nitrogeno,fosforo,potasio,humedad,densidad,altitud,fertilidad,cultivo
2,6.38,4.54,1.68,37.26,14.9,310.24,21.04,1.51,1265.98,1,Cafe
2,7.54,2.37,2.42,28.06,28.38,304.92,14.02,1.44,1186.75,1,Cafe
4,8.05,3.07,1.4,21.33,24.93,263.19,18.02,1.29,3782.56,1,Papa
4,6.1,4.82,1.22,28.62,32.07,183.48,39.4,1.49,266.91,1,Maiz
4,7.69,1.75,2.32,48.34,24.73,279.74,32.41,1.4,1632.55,1,Cafe
4,7.98,2.82,1.48,22.7,46.8,304.56,35.72,1.24,1480.54,1,Cafe
2,8.1,4.82,0.89,35.25,9.07,200.07,24.0,1.92,1029.19,1,Cafe
2,8.88,4.17,1.36,39.23,24.94,77.16,10.41,1.29,4272.74,1,Cebada
4,6.33,2.17,0.88,52.85,20.76,315.81,39.78,1.59,4156.02,1,Cebada
3,7.39,4.61,1.38,26.96,35.55,118.41,37.29,1.77,3058.74,1,Papa
1,8.26,3.12,2.49,27.51,25.35,334.06,32.4,1.36,653.33,1,Cebolla
4,7.26,2.99,1.93,21.49,44.32,270.58,44.76,1.81,1704.78,1,Cafe
2,8.12,2.12,1.04,23.0,26.92,253.21,31.28,1.65,2066.4,1,Cebolla
4,7.39,3.18,2.07,32.05,19.97,260.36,23.61,1.38,3693.45,1,Remolacha
3,6.33,4.53,0.66,20.98,10.23,263.88,8.4,1.72,1713.71,1,Cafe
2,6.92,4.97,1.77,13.54,37.7,214.29,38.61,1.65,4357.69,1,Cebada
2,6.57,3.65,0.79,25.89,21.18,125.93,16.84,1.53,2423.91,1,Cebolla
3,6.97,5.08,1.35,25.41,30.82,164.22,19.87,1.42,2858.66,1,Cebolla
1,5.92,3.36,1.77,21.9,34.18,129.75,37.97,1.52,3551.09,1,Trigo
1,8.15,5.16,0.37,19.04,13.06,192.45,16.99,1.12,3340.31,1,Papa
1,6.76,4.53,1.93,45.73,37.5,244.31,7.97,1.43,2969.75,1,Cebolla
2,7.18,4.31,1.91,19.78,9.76,170.14,13.52,1.56,86.5,1,Maiz
1,5.99,4.17,1.84,13.72,23.84,263.62,7.72,1.53,1346.55,1,Cafe
2,6.68,2.37,2.07,30.35,12.58,228.54,30.77,1.49,3753.24,1,Papa
4,6.44,2.82,0.25,15.3,41.54,238.95,9.45,1.75,143.22,1,Maiz
2,6.3,3.19,0.55,26.08,31.02,312.8,27.48,1.33,701.25,1,Cebolla
2,7.34,4.08,0.42,23.65,36.06,161.6,23.48,1.68,220.1,1,Maiz
4,8.08,3.79,2.24,38.81,31.12,225.03,18.32,1.63,3027.85,1,Papa
2,8.58,3.51,1.83,22.1,17.51,273.88,40.77,1.2,3725.38,1,Papa
1,6.48,2.89,2.24,37.47,19.57,179.46,20.29,1.57,1202.22,1,Cafe
3,7.97,4.9,2.66,23.99,20.37,173.31,11.87,1.49,3972.61,1,Cebada
2,7.64,2.54,1.57,53.85,18.18,267.76,10.04,1.39,203.74,1,Maiz
2,6.64,3.8,1.34,24.46,40.07,292.66,38.72,1.83,340.81,1,Maiz
4,6.41,5.18,1.48,47.62,11.18,255.05,42.13,1.68,381.05,1,Maiz
3,7.92,3.96,2.07,32.34,18.29,234.72,30.43,1.32,2149.32,1,Cebolla
2,5.94,5.24,2.66,38.3,13.18,111.59,11.85,1.54,4386.32,1,Cebada
3,6.15,3.64,1.09,32.75,37.26,127.22,12.31,1.16,659.73,1,Cebolla
3,6.44,4.42,2.23,51.98,17.2,181.59,30.27,1.16,1720.74,1,Cafe
4,7.29,4.72,0.5,37.82,25.48,141.16,35.09,1.61,405.31,1,Maiz
4,8.29,4.28,2.17,49.3,38.79,90.62,41.46,1.32,1794.48,1,Cafe
4,8.34,2.86,2.61,44.16,43.15,190.58,20.46,1.24,629.5,1,Cebolla
1,6.61,5.21,1.92,24.28,10.33,282.8,13.11,1.28,2053.51,1,Cebolla
1,6.92,4.67,1.47,38.37,38.02,212.35,38.94,1.33,2466.04,1,Cebolla
1,8.1,3.91,1.91,47.7,31.66,156.48,40.12,1.32,4183.35,1,Cebada
1,7.71,3.0,2.39,43.17,15.34,267.93,15.95,1.24,1099.48,1,Cafe
3,7.01,1.75,2.1,35.51,42.46,281.73,12.27,1.77,2519.62,1,Cebolla
1,7.39,3.87,0.16,28.52,20.94,293.43,43.05,1.36,1117.11,1,Cafe
3,6.61,3.14,1.77,31.64,27.45,200.4,22.55,1.18,1477.72,1,Cafe
3,8.04,1.73,1.08,57.3,29.26,267.96,14.2,1.22,4075.74,1,Cebada
3,7.59,4.42,0.86,31.44,38.91,173.0,30.76,1.73,2129.52,1,Cebolla
3,8.76,4.7,1.62,17.11,23.67,301.46,17.11,1.26,3641.7,1,Trigo
4,8.76,4.32,1.41,49.78,36.89,108.02,8.92,1.43,491.14,1,Maiz
3,8.32,3.26,2.49,26.8,21.0,340.95,16.83,1.19,3307.76,1,Papa
1,8.48,3.08,1.36,46.55,17.49,233.86,12.13,1.63,2938.28,1,Cebolla
1,6.54,3.41,2.1,21.27,15.83,123.36,10.12,1.38,4002.49,1,Remolacha
1,6.36,2.55,2.19,54.0,12.86,71.26,33.37,1.15,3848.2,1,Cebada
1,7.27,5.06,0.7,19.66,30.48,142.86,27.17,1.51,2452.97,1,Cebolla
1,6.82,4.47,0.91,20.69,24.27,169.27,17.05,1.91,366.48,1,Maiz
1,6.3,2.16,0.88,53.51,20.28,327.13,41.6,1.66,4444.96,1,Cebada
2,5.92,2.39,0.58,21.41,22.33,234.9,19.86,1.43,3939.07,1,Papa
1,7.83,4.3,2.33,47.08,11.95,315.05,20.67,1.49,2176.79,1,Cebolla
2,6.96,2.59,2.34,51.3,13.35,283.54,9.69,1.23,4022.73,1,Papa
3,7.08,3.01,0.66,17.39,32.75,201.29,27.16,1.44,2836.36,1,Cebolla
3,7.9,4.65,1.78,15.37,23.6,250.39,22.29,1.73,1643.08,1,Cafe
4,7.47,4.53,1.43,39.87,9.48,101.12,11.37,1.59,3832.95,1,Papa
3,8.56,1.91,1.95,46.78,27.3,307.95,39.89,1.64,4152.65,1,Cebada
2,7.09,3.65,1.76,35.68,28.3,257.02,20.98,1.32,1091.83,1,Cafe
1,8.17,5.04,1.28,36.42,13.24,225.44,33.46,1.44,4380.61,1,Cebada
2,8.93,4.13,1.58,27.71,22.28,130.09,27.49,1.3,3937.81,1,Papa
4,6.02,2.09,1.44,15.68,37.1,91.87,25.0,1.62,2204.74,1,Cebolla
4,6.66,4.34,0.65,46.89,20.42,261.92,9.49,1.71,4102.68,1,Cebada
3,7.73,2.31,1.03,21.83,17.71,148.8,44.56,1.67,2058.78,1,Cebolla
2,8.36,5.36,1.47,32.93,15.84,212.43,14.49,1.6,870.35,1,Cafe
3,8.58,2.1,1.39,37.8,33.03,196.46,40.11,1.09,406.73,1,Maiz
3,7.32,2.53,2.21,49.79,41.17,204.82,28.5,1.59,3963.46,1,Papa
2,8.01,5.48,2.42,16.91,34.01,283.78,29.98,1.58,865.17,1,Cafe
3,7.38,4.46,1.36,48.05,41.82,204.52,9.66,1.36,4216.16,1,Cebada
1,6.77,1.86,1.45,34.38,27.08,302.8,25.25,1.36,328.75,1,Maiz
2,6.94,3.56,1.34,26.45,14.61,223.33,28.93,1.68,1738.61,1,Cafe
4,7.93,3.85,1.6,38.52,32.24,304.37,39.14,1.62,3037.83,1,Papa
2,6.14,2.54,2.08,43.17,40.89,141.24,24.62,1.71,187.75,1,Maiz
1,7.75,5.41,0.83,43.37,11.25,79.34,37.69,1.48,363.12,1,Maiz
3,6.64,5.0,0.44,43.72,41.13,124.33,21.7,1.42,3531.39,1,Trigo
1,6.38,3.16,1.45,37.59,37.46,286.23,37.67,1.71,761.9,1,Cebolla
1,7.01,1.8,0.4,36.7,32.67,94.5,19.51,1.58,2752.03,1,Cebolla
2,6.77,3.53,2.85,48.44,42.05,306.82,23.11,1.16,517.4,1,Cebolla
1,6.75,2.91,1.5,50.74,19.73,245.57,17.77,1.35,1152.06,1,Cafe
3,7.5,3.18,1.84,31.82,20.98,301.13,9.43,1.52,828.02,1,Cafe
4,7.43,4.93,0.69,50.89,38.56,89.67,41.25,1.44,993.49,1,Cafe
4,8.11,4.23,2.12,13.7,12.24,138.53,20.41,1.18,898.66,1,Cafe
2,8.05,5.2,0.45,14.6,13.92,278.72,23.38,1.51,4480.3,1,Cebada
2,7.14,4.76,2.13,54.32,12.44,80.96,27.01,1.78,257.61,1,Maiz
1,6.56,2.84,0.86,31.53,28.63,308.71,18.25,1.4,433.03,1,Maiz
1,7.42,4.67,1.48,36.44,10.22,100.34,11.08,1.53,4001.98,1,Papa
1,7.71,5.33,1.22,46.31,31.78,286.82,42.84,1.37,4142.49,1,Cebada
2,7.06,4.18,2.41,35.46,29.74,257.16,42.1,1.36,1194.44,1,Cafe
1,6.75,4.32,1.2,43.0,12.23,102.03,35.61,1.41,1901.92,1,Cafe
1,7.66,4.57,0.34,27.44,39.66,72.2,21.0,1.3,2932.89,1,Cebolla
1,6.07,4.94,0.33,17.55,29.58,157.31,31.59,1.14,4064.17,1,Cebada
1,7.73,2.0,0.74,26.51,17.93,101.83,31.2,1.36,960.87,1,Cafe
4,6.4,1.94,0.57,40.96,9.4,190.22,34.3,1.58,2856.02,1,Cebolla
1,7.72,1.82,1.47,50.86,45.56,85.84,21.7,1.51,2264.57,1,Cebolla
2,7.15,4.8,1.28,41.46,34.54,73.0,11.95,1.2,2182.16,1,Cebolla
4,8.28,5.77,1.31,23.25,31.96,242.16,18.83,1.26,3663.67,1,Cebada
2,7.72,3.21,0.35,27.32,12.09,169.08,23.99,1.3,471.53,1,Maiz
2,6.7,3.45,1.89,20.12,9.45,207.78,38.27,1.26,2298.25,1,Cebolla
1,7.75,4.16,2.44,55.87,34.11,130.01,12.25,1.59,26.04,1,Maiz
2,6.71,2.73,0.24,23.11,33.85,159.22,18.26,1.49,3033.08,1,Papa
3,6.54,4.36,2.64,31.18,31.18,324.73,36.69,1.81,960.66,1,Cafe
2,7.16,4.76,1.88,39.33,23.18,316.17,9.64,1.45,5.4,1,Maiz
4,8.47,2.24,0.74,31.83,29.33,270.78,41.64,1.2,3321.6,1,Papa
3,7.17,1.8,1.68,45.18,43.87,121.46,19.94,1.86,2679.38,1,Cebolla
2,8.21,2.53,0.62,33.08,31.5,118.08,33.58,1.25,948.63,1,Cafe
4,6.81,5.15,1.29,27.96,35.18,179.98,38.13,1.41,279.2,1,Maiz
2,8.04,3.99,2.32,38.05,30.67,252.0,19.9,1.59,3007.71,1,Papa
3,7.7,3.29,0.2,27.38,25.14,123.0,34.67,1.66,4279.48,1,Cebada
1,6.47,4.87,2.59,18.63,10.2,251.45,29.26,1.09,2328.3,1,Cebolla
1,6.74,5.58,1.98,41.88,14.77,337.59,32.32,1.09,2326.06,1,Cebolla
1,6.56,3.91,0.24,31.02,34.72,246.45,22.18,1.48,284.43,1,Maiz
1,7.75,2.02,2.39,53.25,9.92,220.71,26.25,1.84,436.47,1,Maiz
4,7.28,3.01,1.15,15.64,42.1,292.2,23.72,1.53,568.51,1,Cebolla
3,6.74,1.91,2.37,14.87,25.59,80.81,22.33,1.14,3687.81,1,Papa
3,7.86,4.92,2.81,31.43,43.06,277.38,20.56,1.83,2056.94,1,Cebolla
1,5.96,3.22,2.42,46.9,14.79,134.1,24.27,1.72,2887.39,1,Cebolla
1,6.04,2.58,1.99,42.45,21.15,134.77,40.68,1.45,897.19,1,Cafe
1,7.95,3.51,1.72,38.16,11.98,338.1,35.38,1.17,4189.37,1,Cebada
2,8.4,5.14,2.29,15.03,19.73,90.32,17.05,1.75,4004.68,1,Cebada
1,7.78,1.61,1.75,51.43,17.12,114.72,36.43,1.16,1696.17,1,Cafe
4,7.77,3.05,0.69,26.29,12.97,93.77,29.64,1.61,3227.96,1,Papa
2,7.15,5.12,2.78,33.48,18.84,317.51,27.19,1.12,2837.66,1,Cebolla
3,6.78,2.64,2.57,52.64,16.54,119.55,22.51,1.26,3809.5,1,Cebada
3,8.36,1.81,0.83,24.56,35.34,233.27,14.85,1.33,2907.67,1,Cebolla
2,8.41,2.98,1.91,48.89,12.4,73.55,18.84,1.63,2212.95,1,Cebolla
1,8.36,1.75,1.99,20.02,18.43,291.97,38.65,1.87,4191.52,1,Papa
3,6.45,3.77,0.79,53.83,11.19,76.25,18.21,1.38,4300.13,1,Cebada
3,6.85,3.33,0.39,21.16,32.84,150.12,42.38,1.24,1457.76,1,Cafe
1,7.46,3.87,0.15,28.7,20.98,297.92,45.21,1.38,1163.65,1,Cafe
4,5.87,5.08,1.39,35.2,11.04,167.04,39.15,1.31,2021.5,1,Cebolla
1,6.64,4.89,1.25,21.63,36.28,306.99,14.08,1.53,792.63,1,Cebolla
2,6.79,5.29,2.14,41.71,36.23,186.58,9.34,1.25,1538.59,1,Cafe
4,6.09,2.07,1.13,34.86,23.06,287.87,32.66,1.32,1162.46,1,Cafe
2,6.0,4.28,1.58,38.97,39.86,237.43,41.55,1.49,1370.25,1,Cafe
2,6.45,3.57,1.32,26.9,14.5,237.27,28.22,1.69,1780.4,1,Cafe
2,7.31,4.56,1.21,30.2,40.86,184.58,45.13,1.2,2668.24,1,Cebolla
2,7.07,2.7,1.57,52.03,26.2,72.98,21.78,1.06,3070.13,1,Papa
1,6.81,3.82,0.38,36.05,33.2,250.19,12.11,1.2,584.79,1,Cebolla
2,6.92,5.03,0.57,42.43,26.76,196.74,33.47,1.87,499.39,1,Maiz
2,6.72,2.3,0.8,19.71,26.31,140.72,25.04,1.41,1968.29,1,Cafe
4,8.71,5.07,0.76,54.43,33.74,109.75,22.12,1.34,157.92,1,Maiz
3,7.12,4.57,0.12,46.94,8.95,115.15,43.54,1.38,1002.51,1,Cafe
1,6.61,1.87,2.51,36.24,11.58,307.97,26.0,1.26,2629.94,1,Cebolla
4,8.03,3.75,1.62,26.14,26.69,273.19,12.98,1.54,3968.91,1,Papa
1,6.4,2.13,0.89,39.98,18.29,89.17,31.94,1.48,3295.12,1,Papa
4,7.74,3.6,0.24,24.26,22.0,278.56,41.62,1.18,1258.49,1,Cafe
3,8.72,2.31,1.28,30.99,26.79,110.88,18.62,1.47,4091.88,1,Cebada
1,8.3,2.43,2.11,16.57,42.31,256.29,33.39,1.83,1058.55,1,Cafe
3,6.66,4.23,1.29,41.74,18.25,155.08,31.94,1.61,1336.79,1,Cafe
2,8.37,4.52,0.32,29.04,26.57,199.16,15.2,1.34,4343.43,1,Cebada
4,8.04,2.49,0.7,33.79,33.66,289.06,31.56,1.48,3051.17,1,Papa
4,7.69,2.82,1.8,18.36,33.34,264.61,8.28,1.68,2802.5,1,Cebolla
1,6.39,3.97,1.56,28.66,13.44,307.14,28.76,1.65,2537.02,1,Cebolla
3,7.42,4.24,1.46,36.03,9.37,107.48,11.78,1.61,4036.95,1,Papa
1,7.78,2.08,2.15,37.19,27.24,166.93,28.88,1.24,1258.24,1,Cafe
1,6.19,4.05,1.04,49.9,13.02,283.78,12.61,1.82,1644.58,1,Cafe
4,7.17,3.48,1.92,29.82,20.46,208.85,13.26,1.82,1797.7,1,Cafe
2,6.05,4.18,2.77,45.71,17.57,117.85,10.89,1.2,3206.01,1,Papa
3,7.71,3.85,2.14,21.87,17.9,158.12,38.49,1.63,2573.94,1,Cebolla
1,7.48,1.8,0.45,20.16,40.09,332.69,35.77,1.8,3166.34,1,Papa
2,7.58,5.08,0.71,34.2,41.95,231.01,16.08,1.66,2126.14,1,Cebolla
3,8.8,5.15,1.19,40.04,42.84,223.49,38.3,1.35,3606.65,1,Papa
4,7.25,4.94,0.33,26.22,41.67,208.5,40.85,1.69,1932.38,1,Cafe
1,7.66,4.06,1.7,20.58,39.26,302.73,42.94,1.08,2308.86,1,Cebolla
2,7.64,1.77,1.09,14.09,32.56,310.31,34.92,1.79,1377.43,1,Cafe
3,7.79,3.12,0.96,49.86,27.44,182.12,16.92,1.47,1962.29,1,Cafe
1,7.52,3.69,1.64,40.44,13.99,206.89,17.0,1.13,945.88,1,Cafe
3,6.77,4.54,1.28,32.99,29.25,105.18,39.91,1.25,3368.41,1,Papa
1,7.37,4.34,0.61,44.8,12.72,261.14,11.28,1.62,4193.22,1,Cebada
3,8.86,5.02,0.91,35.65,27.33,246.9,20.04,1.6,3121.76,1,Papa
4,6.67,4.6,2.45,21.66,13.56,62.61,25.69,1.74,766.05,1,Cebolla
2,7.48,2.08,0.19,43.41,38.33,271.09,33.09,1.24,1548.66,1,Cafe
2,7.21,2.48,0.5,47.59,28.57,128.2,9.87,1.6,1644.59,1,Cafe
1,6.47,5.29,2.69,42.36,44.73,189.63,17.9,1.46,260.13,1,Maiz
2,7.57,2.02,0.71,13.77,44.94,126.14,32.79,1.2,2660.56,1,Cebolla
2,7.55,3.87,1.09,33.16,31.43,148.43,11.89,1.52,2148.48,1,Cebolla
4,6.37,3.3,0.37,51.65,9.16,135.98,9.98,1.56,2863.93,1,Cebolla
4,7.26,4.03,2.39,35.77,32.03,256.1,20.34,1.36,2831.94,1,Cebolla
4,6.41,2.94,1.58,28.22,38.47,198.8,29.48,1.27,3746.19,1,Cebada
1,6.9,1.75,0.4,35.5,34.46,94.07,19.06,1.79,2839.04,1,Cebolla
1,7.54,4.93,2.38,24.75,21.69,233.92,15.08,1.21,1700.06,1,Cafe
3,8.26,3.6,0.13,48.77,23.94,202.27,9.21,1.34,2110.07,1,Cebolla
4,6.66,1.54,1.83,48.89,30.95,119.04,45.96,1.63,4209.73,1,Cebada
1,6.47,3.02,2.07,27.57,35.31,266.15,31.45,1.73,2357.42,1,Cebolla
4,6.43,5.27,2.23,35.25,38.53,143.38,14.46,1.17,555.29,1,Cebolla
4,7.44,4.92,0.38,32.88,41.59,306.4,44.76,1.2,3871.11,1,Cebada
4,7.36,2.01,1.63,17.27,33.17,317.82,40.08,1.18,2202.22,1,Cebolla
4,7.41,3.79,0.95,38.5,21.12,232.63,17.72,1.22,719.8,1,Cebolla
4,6.3,4.0,1.29,29.36,21.44,283.17,8.37,1.81,287.8,1,Maiz
1,8.28,2.18,2.34,16.08,39.04,128.59,21.61,1.2,1169.27,1,Cafe
1,7.05,4.05,1.85,20.56,9.85,166.32,14.52,1.45,89.13,1,Maiz
3,6.68,3.66,0.81,27.66,45.35,276.4,14.62,1.44,1399.6,1,Cafe
1,6.42,3.69,1.68,24.8,18.07,68.46,16.22,1.27,2440.24,1,Cebolla
1,7.55,4.72,2.44,37.57,16.02,161.52,27.35,1.66,3719.44,1,Cebolla
3,6.78,2.14,0.47,29.31,31.75,247.37,36.96,1.41,4115.73,1,Papa
3,7.33,3.12,2.41,33.67,37.86,171.28,16.5,1.56,3734.79,1,Cebada
2,8.36,3.85,0.86,27.39,39.49,306.22,35.56,1.76,81.15,1,Maiz
4,7.47,4.54,0.14,49.59,39.56,79.35,35.36,1.34,3171.53,1,Papa
3,6.87,2.48,2.7,47.33,12.63,285.42,26.4,1.78,539.47,1,Cebolla
4,6.55,2.48,0.21,15.82,24.55,187.53,25.76,1.44,465.59,1,Maiz
3,7.42,2.09,0.75,30.05,16.58,256.46,10.82,1.55,3620.69,1,Cebada
3,7.05,3.17,0.86,33.45,34.75,82.41,26.73,1.12,2760.43,1,Cebolla
1,7.03,3.43,0.3,28.27,32.86,204.94,34.21,1.8,3394.96,1,Papa
1,7.0,1.93,0.71,18.76,34.42,74.64,29.6,1.76,4031.18,1,Papa
4,8.0,2.91,1.91,49.75,27.77,205.58,20.51,1.35,2784.94,1,Cebolla
4,8.29,2.29,0.94,53.41,36.98,205.32,35.25,1.7,120.26,1,Maiz
4,7.56,1.74,0.61,12.84,42.43,194.77,18.25,1.07,537.13,1,Cebolla
3,6.63,2.44,2.42,41.06,27.54,71.01,17.94,1.81,2811.93,1,Cebolla
3,8.28,3.52,0.52,21.73,43.34,178.57,43.36,1.41,636.78,1,Cebolla
4,8.3,3.42,2.25,50.8,42.86,252.97,31.15,1.43,2607.86,1,Cebolla
1,8.19,2.67,0.36,29.98,42.48,142.97,12.91,1.3,1843.37,1,Cafe
4,8.38,2.12,2.48,38.58,31.98,280.37,38.6,1.09,3342.56,1,Papa
2,9.0,3.85,0.67,40.32,21.16,230.85,11.79,1.37,2063.45,1,Cebolla
2,7.29,4.4,1.62,22.05,19.3,249.46,22.66,1.61,3189.58,1,Papa
1,7.51,2.76,2.69,33.57,21.75,71.64,8.23,1.52,3780.96,1,Cebada
3,7.81,4.06,0.94,51.93,23.23,158.31,26.29,1.78,561.6,1,Cebolla
1,6.5,2.87,0.6,15.79,41.18,316.55,14.25,1.33,4176.52,1,Cebada
4,7.83,3.99,1.26,21.52,27.18,85.87,18.67,1.64,3185.52,1,Papa
3,7.4,2.84,0.29,24.46,32.66,309.09,37.95,1.25,4250.22,1,Cebada
3,6.96,2.84,1.56,26.33,20.83,91.8,42.64,1.72,2683.39,1,Cebolla
1,7.15,3.52,0.26,18.46,32.83,303.89,37.13,1.27,2691.76,1,Cebolla
4,6.51,2.45,2.38,20.81,17.01,330.92,9.32,1.47,4256.17,1,Cebada
4,7.99,5.23,0.85,46.32,11.04,118.96,39.73,1.19,2223.76,1,Cebolla
4,7.66,3.78,0.85,33.71,20.15,77.01,39.19,1.16,1482.4,1,Cafe
2,7.06,3.06,0.89,35.71,34.02,79.18,27.25,1.12,2694.7,1,Cebolla
1,7.17,4.4,0.65,42.75,16.51,164.9,33.21,1.82,4008.25,1,Papa
1,7.74,2.44,0.79,24.66,18.75,140.7,35.51,1.2,2201.11,1,Cebolla
4,8.74,3.11,2.4,40.72,21.32,297.9,19.95,1.42,2369.29,1,Cebolla
4,8.25,4.22,0.83,43.77,28.87,253.56,10.3,1.24,2250.57,1,Cebolla
4,6.76,4.54,0.94,49.93,32.25,303.02,23.37,1.13,3701.07,1,Cebada
3,8.49,4.94,1.46,34.56,15.89,223.18,14.73,1.48,888.69,1,Cafe
1,6.8,2.63,2.43,28.58,43.32,118.31,25.24,1.21,4028.63,1,Papa
3,6.57,2.26,2.54,19.18,15.69,332.37,8.93,1.55,4292.01,1,Cebada
1,8.31,4.34,1.19,20.4,23.41,89.67,18.86,1.66,2999.17,1,Cebolla
1,7.53,5.28,2.14,26.19,17.38,152.48,8.22,1.42,2813.49,1,Cebolla
4,8.23,4.26,1.99,23.09,23.45,176.0,39.19,1.39,2289.1,1,Cebolla
2,8.38,1.66,0.77,53.53,20.33,157.14,21.88,1.44,584.68,1,Cebolla
2,7.19,5.72,2.89,35.37,38.47,83.87,15.11,1.86,4358.28,1,Cebada
1,8.57,3.94,1.2,46.79,19.39,185.09,27.8,1.24,718.55,1,Cebolla
3,7.7,4.27,2.35,20.29,36.53,84.97,38.92,1.34,1873.74,1,Cafe
2,6.26,2.9,1.45,43.11,36.47,139.1,44.5,1.15,4290.54,1,Cebada
3,6.6,4.97,1.92,40.6,16.47,194.53,9.17,1.6,2353.95,1,Cebolla
2,6.37,3.77,0.37,38.95,13.03,94.13,33.31,1.21,4327.49,1,Cebada
2,5.9,4.87,2.77,47.67,36.87,276.7,40.84,1.56,2697.72,1,Cebolla
1,6.73,5.63,0.6,16.15,24.43,217.62,8.12,1.5,1104.67,1,Cafe
1,8.46,1.94,1.99,31.69,15.9,81.85,13.11,1.1,3052.91,1,Papa
4,7.02,2.78,1.94,35.79,32.78,334.54,24.92,1.31,2961.29,1,Cebolla
3,7.44,2.03,1.72,16.75,43.16,301.36,30.85,1.15,3478.54,1,Papa
1,6.66,3.62,0.69,25.68,21.56,119.46,18.58,1.66,2250.95,1,Cebolla
1,6.33,2.26,1.93,31.24,33.41,183.57,19.61,1.17,165.13,1,Maiz
4,6.73,4.67,1.32,45.46,31.86,199.54,25.75,1.33,1700.02,1,Cafe
3,6.37,5.64,1.31,19.55,27.41,182.1,13.52,1.25,1000.11,1,Cafe
4,6.57,2.94,1.99,17.37,28.25,156.31,15.16,1.32,861.98,1,Cafe
2,7.45,2.03,0.75,13.44,41.44,167.96,22.51,1.33,128.41,1,Maiz
3,7.7,3.99,1.91,42.61,34.87,174.22,18.79,1.53,2582.03,1,Cebolla
1,8.75,1.84,1.31,50.25,12.54,117.49,35.5,1.34,2869.42,1,Cebolla
1,7.54,2.21,1.13,40.22,30.49,219.05,10.67,1.22,416.9,1,Maiz
1,6.28,4.95,1.59,41.95,34.4,314.63,26.96,1.07,2517.58,1,Cebolla
3,6.97,2.78,1.55,44.99,15.49,190.07,27.31,1.82,238.04,1,Maiz
3,6.19,4.37,1.85,40.16,25.98,213.68,27.12,1.61,1943.13,1,Cafe
2,7.49,1.68,1.54,28.67,39.6,248.05,40.79,1.23,2365.96,1,Cebolla
4,7.83,3.08,2.81,32.35,30.73,157.99,9.23,1.3,1612.17,1,Cafe
3,6.83,2.34,0.25,35.98,45.33,217.44,25.3,1.7,2860.54,1,Cebolla
1,7.71,2.98,1.0,48.83,9.73,214.04,8.45,1.43,280.59,1,Maiz
1,7.38,3.07,2.25,31.67,35.37,234.0,33.38,1.22,110.08,1,Maiz
1,6.42,2.27,2.17,40.59,43.76,138.16,25.73,1.8,197.33,1,Maiz
4,8.0,1.88,1.28,20.4,25.93,220.09,41.46,1.46,2080.17,1,Cebolla
1,6.55,3.6,1.5,55.17,21.84,210.41,23.67,1.16,2161.43,1,Cebolla
4,7.22,5.42,0.63,13.79,31.89,80.81,33.16,1.34,3446.24,1,Papa
3,7.66,4.3,0.89,45.59,21.12,142.47,8.98,1.25,4107.02,1,Cebada
4,7.35,4.96,0.5,31.4,28.29,276.35,14.5,1.76,3023.36,1,Papa
1,8.74,1.9,0.96,29.27,40.53,341.19,12.79,1.51,2887.58,1,Cebolla
4,6.42,4.32,0.33,32.35,30.4,306.7,17.51,1.57,4434.66,1,Cebada
4,6.7,2.4,1.83,22.68,25.56,322.56,38.1,1.59,3473.5,1,Papa
2,8.16,2.2,1.65,39.06,44.45,184.0,32.88,1.56,2264.13,1,Cebolla
1,6.69,2.99,0.64,17.44,36.65,193.44,27.42,1.42,2687.05,1,Cebolla
2,6.82,5.15,0.12,17.89,28.53,185.84,34.13,1.47,4052.55,1,Papa
1,7.9,1.84,0.43,25.87,24.1,307.57,16.41,1.67,166.25,1,Maiz
2,6.94,4.66,0.63,30.99,18.11,252.47,40.85,1.31,3978.31,1,Papa
2,6.82,3.29,1.17,24.24,19.57,127.2,8.45,1.29,3939.95,1,Cebada
3,8.9,3.76,1.09,25.23,15.29,150.2,8.83,1.5,4068.71,1,Papa
2,7.58,2.59,0.26,38.81,16.4,220.38,9.96,1.74,1774.65,1,Cafe
1,6.24,4.96,2.58,35.19,29.91,315.49,10.01,1.2,2220.73,1,Cebolla
4,6.93,2.92,1.56,42.81,39.7,137.92,44.34,1.13,4220.92,1,Cebada
1,7.77,4.7,1.28,42.62,44.84,146.91,28.4,1.79,836.0,1,Cafe
3,7.47,3.66,1.41,21.92,35.01,288.57,23.86,1.35,517.24,1,Cebolla
4,5.79,5.45,0.89,51.17,33.23,70.44,27.07,1.66,419.71,1,Maiz
4,6.26,5.43,0.55,55.73,36.55,212.92,29.74,1.37,447.92,1,Maiz
2,6.36,3.74,2.44,49.23,14.03,282.77,18.56,1.78,4083.04,1,Papa
2,6.41,2.25,2.51,24.56,13.45,112.39,39.22,1.44,1537.16,1,Cafe
3,7.94,5.21,0.15,54.19,27.73,208.03,37.21,1.82,2424.45,1,Cebolla
1,6.15,4.76,1.98,39.93,42.86,270.49,8.79,1.51,2609.85,1,Cebolla
3,6.77,5.14,0.63,14.91,33.82,86.5,34.2,1.4,3332.24,1,Papa
3,7.74,2.65,0.52,56.44,38.8,146.81,22.93,1.65,804.95,1,Cafe
2,7.86,4.02,2.32,20.0,29.52,303.53,31.74,1.61,635.37,1,Cebolla
